"director.id","worker.id","condition","sitename","privacy","avatars","contentrank","usersrank","socnetwork","revenue","agg.result","agg.nopriv","agg.noprivsn","age","edu","hhsize","female","notenglish","hhemploy","employed.f","country","feeds","tabs","norm"
10388,"A3T1KZYNIUW9IN","Promise-opportunity","kiva.org",0,1,0,0,0,0,1,1,1,40,"Post-graduate or professional degree",3,"Female","Often",1,"domestic spouse","IN",NA,"Full understanding",FALSE
10389,"A1YZ9O23Y6FA74","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,24,"College or University-level degree",3,"Female","Rarely",1,"student","US",NA,"Full understanding",NA
10390,"A2BAZF9E9472T6","Promise-opportunity","Kiva",1,1,0,0,1,0,3,2,1,21,"Some college or university-level education, without degree",5,"Female","Very often",1,"student","US",NA,"Good understanding",FALSE
10391,"A1JK8M5BKNIBZZ","Betting","Kiva - Loans that change lives",1,0,0,0,1,0,2,1,0,20,"Some college or university-level education, without degree",4,"Male","Very often",1,"student","MX","Good understanding",NA,FALSE
10393,"AJPTBMCB5LF4T","Cheap talk–surveillance","kiva",1,1,0,0,1,0,3,2,1,21,"Some college or university-level education, without degree",2,"Female","Rarely",1,"unemployed","GB","Good understanding","Full understanding",FALSE
10394,"A1N6GMS539Z9YW","Betting","Kiva",1,1,0,0,1,1,4,3,2,41,"Some college or university-level education, without degree",5,"Female","Never",1,"unemployed","US","Good understanding","Full understanding",FALSE
10395,"A2F53O3UGDZC2V","Betting","Kiva",1,1,0,0,0,1,3,2,2,29,"Post-graduate or professional degree",2,"Female","Never",1,"employed full time","US",NA,"Some understanding",FALSE
10396,"A60MYGS7A47FF","Control","berkmancenter",1,0,0,0,0,0,1,0,0,29,"Post-graduate or professional degree",5,"Female","9999",1,"domestic spouse","IN","Good understanding","Good understanding",FALSE
10397,"ASVUDOS3JXFPF","BTS","Kiva",1,1,1,1,1,0,5,4,3,24,"College or University-level degree",4,"Female","Sometimes",3,"employed part time","US",NA,"Full understanding",FALSE
10398,"A1N704UF21X3DB","Cheap talk–surveillance","Kiva - Loans that Save Lives",1,1,0,0,1,0,3,2,1,25,"College or University-level degree",1,"Female","Never",0,"employed full time","US",NA,"Some understanding",FALSE
10399,"A2LNLOGYGOOV28","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,34,"Some college or university-level education, without degree",4,"Male","Rarely",3,"employed part time","GB","Some understanding","Full understanding",NA
10400,"A1X79UYZTSCOVI","Cheap talk–normative incentives","Kiva",0,1,1,1,0,0,3,3,3,35,"College or University-level degree",6,"9999","Never",1,"domestic spouse","US",NA,"Full understanding",FALSE
10401,"A1T8ETT2IVO1VM","Tournament scoring","Kiva",1,1,0,1,0,1,4,3,3,27,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US","Good understanding","Full understanding",FALSE
10402,"A2WRD1S8Z4AV0T","Reward–accuracy","kiva",1,1,0,0,1,1,4,3,2,39,"Some college or university-level education, without degree",4,"Female","Never",1,"domestic spouse","US","Some understanding","Little understanding",FALSE
10403,"A17QPTX2UWRA2P","Punishment–accuracy","Kiva",1,0,1,1,0,0,3,2,2,57,"Some college or university-level education, without degree",4,"Female","Rarely",1,"employed part time","US","Some understanding","Little understanding",FALSE
10404,"A1WR3XVVO7DXEZ","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,22,"College or University-level degree",2,"Female","Rarely",1,"employed part time","US","Some understanding","Some understanding",FALSE
10406,"A2DOMTB74EUMYV","Betting","Kiva",1,0,1,0,1,1,4,3,2,32,"College or University-level degree",1,"Male","Rarely",0,"employed full time","US",NA,"Some understanding",FALSE
10407,"A1M660RNP5FG1B","Solidarity","Kiva",1,0,0,0,0,1,2,1,1,23,"College or University-level degree",4,"Male","Often",2,"employed part time","IN",NA,"No understanding",FALSE
10408,"ADCRHA9S1SWHB","Control","Kiva",1,0,0,0,1,0,2,1,0,35,"Post-graduate or professional degree",4,"Male","Often",1,"employed full time","IN","Good understanding","Good understanding",FALSE
10409,"A2QIWWNL33VJ3J","Reward–agreement","Kiva",1,1,0,1,0,0,3,2,2,35,"College or University-level degree",4,"Female","Never",0,"employed part time","US",NA,"Full understanding",FALSE
10410,"A33XBHUA5ESKGA","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,41,"High school degree or equivalent",5,"Male","Very often",0,"employed full time","IN",NA,"Some understanding",NA
10411,"A1MDH2DJDII0L3","Cheap talk–surveillance","KIVA",1,1,0,0,0,0,2,1,1,45,"High school degree or equivalent",4,"Male","Very often",1,"employed part time","IN",NA,"Full understanding",FALSE
10412,"A22KL81T3FBM68","Trust","Kiva",1,1,1,1,0,1,5,4,4,NA,"Post-graduate or professional degree",5,"Male","Very often",3,"employed other","IN","Good understanding","Some understanding",FALSE
10413,"A29A27C0Z4H4KZ","BTS","KIVA",1,1,1,0,0,0,3,2,2,57,"High school degree or equivalent",7,"Female","Never",2,"unemployed","US","Good understanding","Good understanding",FALSE
10414,"ABYULTUTBEB5K","Control","kiva",1,1,0,0,0,0,2,1,1,23,"Post-graduate or professional degree",2,"Male","Very often",1,"employed full time","IN","Some understanding","Little understanding",FALSE
10415,"AYJUACOXOUTU4","Humanization","Kiva",1,1,0,1,1,1,5,4,3,41,"College or University-level degree",5,"Female","Never",1,"domestic spouse","US","Some understanding","Full understanding",FALSE
10416,"A27T63Y6LGSNBA","Normative Priming","&quot;kiva&quot;",1,1,0,0,1,0,3,2,1,22,"College or University-level degree",3,"Male","Often",1,"student","IN","Some understanding","Good understanding",TRUE
10417,"A9XP2ZB23JRMN","Punishment–agreement","Kiva",1,1,0,0,1,0,3,2,1,38,"College or University-level degree",3,"Male","Often",0,"employed full time","IN",NA,"Full understanding",FALSE
10418,"AFMVU0D8I7CVL","Tournament scoring","Kiva",1,1,0,0,1,1,4,3,2,21,"Post-graduate or professional degree",3,"Female","Rarely",1,"student","IN","Good understanding","Good understanding",FALSE
10419,"A22UZMU7JXSCIB","Betting","Kiva",1,1,1,1,1,1,6,5,4,23,"College or University-level degree",2,"Female","Never",1,"employed full time","US","Some understanding","Full understanding",FALSE
10420,"A3E4RJAER5LFDI","Promise-opportunity","Kiva",1,1,0,0,1,0,3,2,1,24,"Some college or university-level education, without degree",4,"Male","Very often",1,"employed other","MY",NA,"Full understanding",FALSE
10421,"AFNNR8V4JC52E","Tournament scoring","Kiva",1,1,0,0,1,0,3,2,1,23,"College or University-level degree",4,"Male","Rarely",3,"employed part time","US","Good understanding","Full understanding",FALSE
10422,"A2HK2GWUZKXRY5","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,41,"College or University-level degree",2,"Male","Never",0,"employed other","US",NA,"Full understanding",FALSE
10423,"AYABUQ2XAJ5HJ","Cheap talk–normative incentives","Kiva",1,1,0,0,1,0,3,2,1,23,"College or University-level degree",3,"Female","Sometimes",1,"student","CA",NA,"Full understanding",FALSE
10424,"ALAJ2ZEUY898W","Reward–accuracy","Kiva",1,1,0,0,0,0,2,1,1,19,"Some college or university-level education, without degree",2,"Female","Very often",0,"student","PR",NA,"Full understanding",FALSE
10425,"A381A7GXDV9VPW","Control","Kiva",1,1,0,0,1,0,3,2,1,22,"College or University-level degree",3,"Male","Never",2,"employed full time","US",NA,"Full understanding",FALSE
10426,"AWKN8VOUPRBG2","Punishment–accuracy","Kiva",1,1,1,1,1,1,6,5,4,30,"College or University-level degree",3,"Female","Never",1,"domestic spouse","US","Good understanding","Good understanding",FALSE
10427,"A2HER5PEKSOFAU","Punishment–accuracy","Kiva",1,1,0,0,0,1,3,2,2,19,"High school degree or equivalent",4,"Female","Never",2,"student","US",NA,"Some understanding",FALSE
10428,"A2KSZUC13IOSU6","Punishment–accuracy","Kiva",1,1,0,1,1,0,4,3,2,34,"Post-graduate or professional degree",2,"Female","Rarely",1,"employed full time","US",NA,"Full understanding",FALSE
10429,"A1NQWG9WAVZHQH","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,25,"College or University-level degree",1,"Female","Rarely",0,"student","US","Good understanding","Full understanding",NA
10430,"A2TK2349LIAIV9","Reward–accuracy","kiva",1,0,0,0,0,1,2,1,1,52,"Post-graduate or professional degree",3,"Female","Never",1,"employed full time","US","Some understanding","No understanding",FALSE
10431,"AHM5NCQFSX6TY","Normative Priming","irctc",1,0,0,0,0,0,1,0,0,25,"High school degree or equivalent",8,"Male","Sometimes",2,"employed full time","IN","Good understanding","Good understanding",TRUE
10432,"AFUBB5YBR9QUG","BTS","Kiva",1,1,0,0,1,0,3,2,1,29,"Post-graduate or professional degree",4,"Female","Often",2,"employed other","IN","Good understanding","Full understanding",FALSE
10433,"A18NUHK69JH71W","Tournament scoring","Kiva",1,1,0,0,0,0,2,1,1,24,"College or University-level degree",2,"Female","Never",1,"student","US","Some understanding","No understanding",FALSE
10434,"A2XYV3FBHPYF49","Trust","kiva",1,0,0,0,0,1,2,1,1,24,"College or University-level degree",5,"Male","Very often",4,"employed full time","IN",NA,"No understanding",FALSE
10435,"A19KDNRR0I3XWU","Punishment–agreement","kiva",1,1,0,0,1,0,3,2,1,22,"College or University-level degree",5,"Male","Often",2,"employed part time","IN","Good understanding","Full understanding",FALSE
10436,"A9JZETCVBUR54","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,39,"Some college or university-level education, without degree",3,"9999","Never",0,"employed other","US","Good understanding","Good understanding",FALSE
10437,"A1W3LG5DNN3XEU","Demog only","http://www.kiva.org/",1,NA,NA,NA,NA,NA,NA,NA,NA,23,"Some college or university-level education, without degree",4,"Female","Rarely",2,"student","UM","Good understanding","Little understanding",NA
10438,"A3IBSNFRZW9NUE","Reward–accuracy","Kiva",1,1,0,1,1,1,5,4,3,47,"College or University-level degree",3,"Male","Often",2,"employed full time","US",NA,"Full understanding",FALSE
10439,"A39XCRK3WIQYE7","Demog only","Kiva",0,NA,NA,NA,NA,NA,NA,NA,NA,18,"High school degree or equivalent",5,"Male","Often",2,"employed part time","US","Some understanding","Good understanding",NA
10440,"A2YORG00LYHUEF","Control","Kiva",1,1,0,1,1,0,4,3,2,31,"Post-graduate or professional degree",2,"Female","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
10441,"ATLI080NRRPY","Reward–accuracy","Kiva",1,0,0,0,1,1,3,2,1,27,"College or University-level degree",1,"Female","Rarely",NA,"employed full time","US",NA,"Some understanding",FALSE
10442,"A4RNPCPVAOZ3K","Reward–agreement","Kiva",1,1,1,1,0,0,4,3,3,28,"College or University-level degree",2,"Male","Rarely",0,"employed full time","US",NA,"Full understanding",FALSE
10443,"A3A4FGFP7BDTTR","Reward–accuracy","Kiva",1,1,0,0,1,0,3,2,1,25,"College or University-level degree",1,"Male","Rarely",0,"employed full time","US","Some understanding","Good understanding",FALSE
10444,"A2AJ2RARPVBPJO","Normative Priming","Kiva",1,0,1,1,0,1,4,3,3,60,"College or University-level degree",2,"Female","Never",1,"employed full time","US","Some understanding","Good understanding",TRUE
10445,"A2JS0I79OEKUP","Control","Kiva",1,1,1,0,1,1,5,4,3,23,"Post-graduate or professional degree",8,"Male","Very often",0,"employed full time","IN","Good understanding","Good understanding",FALSE
10446,"A32PC1202H42QR","Betting","Kiva",1,1,0,0,1,0,3,2,1,25,"Some college or university-level education, without degree",4,"Female","Never",1,"domestic spouse","US","Good understanding","Full understanding",FALSE
10447,"A25PYPYHBXPVE4","BTS","Kiva",0,1,1,0,1,1,4,4,3,19,"Some college or university-level education, without degree",3,"Female","Rarely",2,"employed full time","US","Some understanding","Full understanding",FALSE
10448,"A1HA3IFJE4TR93","Betting","Kiva",1,0,0,0,1,0,2,1,0,75,"College or University-level degree",1,"Female","Never",0,"retired","US","Some understanding","Some understanding",FALSE
10449,"APD8M504FCUEP","Reward–agreement","Kiva",1,1,1,1,1,1,6,5,4,20,"High school degree or equivalent",1,"Male","Never",0,"employed full time","US","Good understanding","Good understanding",FALSE
10450,"A36IDBURTOE5PN","Reward–agreement","Kiva",1,1,0,0,1,0,3,2,1,35,"Some college or university-level education, without degree",4,"Male","Never",0,"employed full time","US","Good understanding","Full understanding",FALSE
10451,"AUXSE4KMX6W1D","Promise-opportunity","Kiva",1,1,1,1,1,0,5,4,3,34,"Post-graduate or professional degree",6,"Male","Rarely",0,"employed full time","US","Good understanding","Full understanding",FALSE
10452,"AQB9Z4YQGBMA8","Reward–agreement","Kiva",1,1,1,1,0,1,5,4,4,22,"Some college or university-level education, without degree",2,"Male","Rarely",1,"employed full time","US","Good understanding","Full understanding",FALSE
10453,"A2XON1EQOHHFE4","Trust","Kiva",1,1,1,1,0,1,5,4,4,23,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US","Some understanding","Good understanding",FALSE
10454,"A2VC4DN2UVDGS6","Humanization","Kiva",1,1,0,0,0,1,3,2,2,28,"Post-graduate or professional degree",3,"Female","Often",2,"employed full time","GB",NA,"Full understanding",FALSE
10455,"A12CY1Q7XKJJDE","Punishment–accuracy","Kiva",1,1,1,1,1,1,6,5,4,21,"Some college or university-level education, without degree",3,"Female","Rarely",1,"student","US",NA,"Full understanding",FALSE
10456,"AX8H4Y1XFPT08","Promise-opportunity","Kiva - loans that change lives",1,1,1,0,1,1,5,4,3,27,"College or University-level degree",1,"Female","Rarely",0,"employed full time","US","Good understanding","Full understanding",FALSE
10457,"A3H3MBA9DHSQ62","Cheap talk–surveillance","Kiva",0,1,0,0,1,0,2,2,1,19,"High school degree or equivalent",5,"Female","Often",4,"employed part time","CA","Some understanding","No understanding",FALSE
10458,"AEXHG1UQMU5VF","BTS","dailysearchcast",0,1,0,0,0,0,1,1,1,23,"College or University-level degree",5,"Male","Often",2,"employed part time","IN",NA,"Good understanding",FALSE
10459,"A16B9MZ8R2M6OK","Promise-opportunity","Kiva",1,1,0,1,0,1,4,3,3,21,"Some college or university-level education, without degree",2,"Female","Sometimes",1,"student","US",NA,"Full understanding",FALSE
10460,"A316V1KU814AQ5","Tournament scoring","Kiva",1,1,1,1,1,0,5,4,3,25,"Post-graduate or professional degree",5,"Male","Very often",2,"employed full time","IN",NA,"Full understanding",FALSE
10461,"A3I6H6XLB5F3OT","BTS","Kiva",1,1,0,0,1,1,4,3,2,20,"Some college or university-level education, without degree",4,"Female","Sometimes",3,"student","US",NA,"Full understanding",FALSE
10462,"A1GY0X1KJ2GQLN","Punishment–agreement","http://www.kiva.org",0,0,0,0,0,1,1,1,1,33,"College or University-level degree",5,"Male","Sometimes",2,"employed full time","KW","Good understanding","Some understanding",FALSE
10463,"A28UUI3MO61XPH","Punishment–agreement","Kiva",1,1,1,0,1,1,5,4,3,33,"Post-graduate or professional degree",3,"Male","Sometimes",1,"domestic spouse","GB",NA,"Full understanding",FALSE
10464,"AQHWV3PIGE3M8","Punishment–accuracy","kiva",1,1,1,1,1,1,6,5,4,60,"College or University-level degree",2,"Male","Never",0,"employed full time","US",NA,"Good understanding",FALSE
10465,"A1HO7GF75C6WIR","BTS","Kiva",1,1,0,0,1,1,4,3,2,21,"Some college or university-level education, without degree",3,"Female","Sometimes",0,"student","US",NA,"Full understanding",FALSE
10466,"A12GOQSD7V0Y47","Betting","Kiva - Loans that change Lives",1,1,1,1,0,1,5,4,4,51,"College or University-level degree",3,"Female","Never",2,"employed part time","US","Good understanding","Full understanding",FALSE
10467,"A1G8YIDB0POGCU","Trust","kiva",1,1,0,0,1,0,3,2,1,28,"College or University-level degree",5,"Male","Very often",2,"employed full time","IN",NA,"Full understanding",FALSE
10468,"ANS05I2X0MWQP","Cheap talk–normative incentives","Kiva",1,1,0,0,1,0,3,2,1,29,"Some college or university-level education, without degree",6,"Female","Never",1,"domestic spouse","US",NA,"Little understanding",FALSE
10469,"A1G1YRT4W9OTBH","Cheap talk–normative incentives","Kiva",1,1,0,0,0,0,2,1,1,21,"College or University-level degree",2,"Female","Never",1,"unemployed","US","Good understanding","Good understanding",FALSE
10470,"A2JBGMHKUJMEL2","Promise-opportunity","Kiva",1,1,0,0,1,1,4,3,2,24,"College or University-level degree",3,"Male","Sometimes",1,"employed full time","US","Good understanding","Full understanding",FALSE
10471,"A1T9AWN55DLWOT","Humanization","Kiva",1,0,0,0,1,0,2,1,0,44,"College or University-level degree",1,"Female","Sometimes",NA,"employed full time","GB",NA,"Full understanding",FALSE
10472,"AX668BUQRHI7C","Punishment–accuracy","Kiva",1,1,0,0,0,1,3,2,2,38,"High school degree or equivalent",1,"Female","Rarely",9,"employed full time","US","Good understanding","Full understanding",FALSE
10473,"A3NO98QRKPS2EE","Punishment–accuracy","kiva",0,0,0,0,0,0,0,0,0,22,"College or University-level degree",4,"Male","Sometimes",1,"employed full time","IN","Good understanding","Good understanding",FALSE
10474,"A35ADZMWOPH95I","Control","Kiva",1,1,0,0,1,0,3,2,1,26,"High school degree or equivalent",4,"Male","Never",1,"unemployed","US",NA,"Little understanding",FALSE
